latency,input_tokens,output_tokens,total_tokens,cost,tokens_per_second,throughput_efficiency
0.5206220149993896,181,135,316,7.583999999999999e-05,606.9662651518308,105.55935046118796
0.6970291137695312,319,116,435,0.00010439999999999999,624.0772320793336,108.53517079640585
0.5584144592285156,438,144,582,0.00013968,1042.236622604775,181.25854306169998
0.7002782821655273,587,151,738,0.00017711999999999998,1053.8667538250975,183.2811745782778
0.6669814586639404,745,180,925,0.00022199999999999998,1386.8451483687534,241.19046058587017
0.7279348373413086,931,170,1101,0.00026424,1512.4980197695518,263.04313387296554
0.7655503749847412,1106,199,1305,0.00031319999999999997,1704.6559477238986,296.4619039519824
0.619502067565918,1306,142,1448,0.0003475199999999999,2337.361044958782,406.49757303630986
